id_article;AutEur1;AutEur2;AutEur3;AutEur4;AutEur5;AutEur6;AutEur7;AutEur8;AutEur9;AutEur10;AutEur11;AutEur12;AutEur13;AutEur14
6710;BARLES S.;;;;;;;;;;;;;
6711;DESJARDINS X.;MAULAT J.;SYKES O.;;;;;;;;;;;
6712;MAULAT J.;KRAUSS A.;;;;;;;;;;;;
6713;DOUAY N.;CORY T.;;;;;;;;;;;;
6714;TROUDE A.;;;;;;;;;;;;;
6715;TROUDE A.;;;;;;;;;;;;;
6716;DEBRIE J.;;;;;;;;;;;;;
6717;BEYER A.;DEBRIE J.;;;;;;;;;;;;
6718;SCHMOLL C.;;;;;;;;;;;;;
6719;SCHMOLL C.;;;;;;;;;;;;;
6720;SCHMOLL C.;;;;;;;;;;;;;
6721;SCHMOLL C.;ANGLADE M.P.;DEBARRE F.;BOUASRIA L.;CHEIKH M.;MANRY V.;;;;;;;;
6417;RIVIERE D.;;;;;;;;;;;;;
6796;PUMAIN D.;;;;;;;;;;;;;
6797;PUMAIN D.;;;;;;;;;;;;;
6799;PUMAIN D.;;;;;;;;;;;;;
6801;PUMAIN D.;;;;;;;;;;;;;
6802;LOUAIL T.;PUMAIN D.;;;;;;;;;;;;
6804;DUVAL P.P.;GETTON F.;PUMAIN D.;;;;;;;;;;;
6881;KOSMOPOULOS C.;DASSA M.;;;;;;;;;;;;
6884;KOSMOPOULOS C.;PUMAIN D.;;;;;;;;;;;;
6883;KOSMOPOULOS C.;;;;;;;;;;;;;
6882;KOSMOPOULOS C.;;;;;;;;;;;;;
6885;DASSA M.;KOSMOPOULOS C.;;;;;;;;;;;;
6888;KOSMOPOULOS C.;PUMAIN D.;;;;;;;;;;;;
6923;KOSMOPOULOS C.;;;;;;;;;;;;;
6924;KOSMOPOULOS C.;;;;;;;;;;;;;
6948;COMMENGES H.;;;;;;;;;;;;;
6949;PISTRE P.;COMMENGES H.;GUERRERO D.;PROULHAC L.;;;;;;;;;;
6950;ALBECKER M.-F.;;;;;;;;;;;;;
6951;BARLES S.;;;;;;;;;;;;;
6952;BARLES S.;;;;;;;;;;;;;
6953;BARLES S.;;;;;;;;;;;;;
6954;KENNEDY C. A.;STEWART I.;FACCHINI A.;CERSOSIMO I.;MELE R.;CHEN B.;UDA M.;KANSAL A.;CHIU A.;KIM A.;DUBEUX C.;LEBRE LA ROVERE E.;CUNHA B.;BARLES S.
6955;BARLES S.;;;;;;;;;;;;;
6956;BOGNON S.;MARTY P.;;;;;;;;;;;;
6957;BRES A.;DESJARDINS X.;;;;;;;;;;;;
6958;BRES A.;;;;;;;;;;;;;
6959;BRES A.;VANIER M.;;;;;;;;;;;;
6960;DEBRIE J.;GUERIN A.;;;;;;;;;;;;
6961;BEZIAT A.;DEBRIE J.;HEITZ A.;;;;;;;;;;;
6962;DEBRIE J.;;;;;;;;;;;;;
6963;DOUAY N.;ROY-BAILLARGEON O.;;;;;;;;;;;;
6964;YANG Z.;LONG Y.;DOUAY N.;;;;;;;;;;;
6965;DOUAY N.;;;;;;;;;;;;;
6967;DOUAY N.;;;;;;;;;;;;;
6968;DOUAY N.;PREVOT M.;;;;;;;;;;;;
6969;DESJARDINS X.;DOUAY N.;GAGNIERE V.;;;;;;;;;;;
6970;DESJARDINS X.;DOUAY N.;;;;;;;;;;;;
6971;DUPUY G.;;;;;;;;;;;;;
6972;DUPUY G.;BENGUIGUI G.L.;;;;;;;;;;;;
6973;DUPUY G.;;;;;;;;;;;;;
6975;MORANGE M.;FOL S.;;;;;;;;;;;;
6976;JOUFFE Y.;CAUBEL D.;FOL S.;MOTTE-BAUMVOL B.;;;;;;;;;;
6977;FROUILLOU L.;;;;;;;;;;;;;
6978;GENEAU dE LAMARLIERE I.;;;;;;;;;;;;;
6979;RAAD L.;;;;;;;;;;;;;
6980;RAAD L.;;;;;;;;;;;;;
6981;BERROIR S.;CLERVAL A.;DELAGE M.;FLEURY A.;FOL S.;GIROUD M.;RAAD L.;WEBER S.;;;;;;
6982;SANTAMARIA F.;ELISSALDE B.;;;;;;;;;;;;
6983;ELISSALDE B.;SANTAMARIA F.;;;;;;;;;;;;
6984;HOUSSAY-HOLZSCHUCH M.;THEBAULT E.;;;;;;;;;;;;
6985;BEYER A.;VERHAEGHE L.;;;;;;;;;;;;
6986;VIANA CERQUEIRA E.;;;;;;;;;;;;;
6987;VIANA CERQUEIRA E.;;;;;;;;;;;;;
6988;BESSE J.-M.;;;;;;;;;;;;;
6989;BESSE J.-M.;;;;;;;;;;;;;
6990;BESSE J.-M.;;;;;;;;;;;;;
6991;BESSE J.-M.;;;;;;;;;;;;;
6992;CLERC P.;;;;;;;;;;;;;
6993;CLERC P.;;;;;;;;;;;;;
6994;DEBARRE S.;;;;;;;;;;;;;
6995;DEBARRE S.;;;;;;;;;;;;;
6996;DEBARRE S.;GINSBURGER N.;;;;;;;;;;;;
7006;PIGAKI M.;LEININGER-FREZAL C.;;;;;;;;;;;;
7007;LEININGER-FREZAL C.;;;;;;;;;;;;;
7008;ORAIN O.;;;;;;;;;;;;;
7009;ORAIN O.;;;;;;;;;;;;;
7010;ORAIN O.;;;;;;;;;;;;;
7011;ORAIN O.;;;;;;;;;;;;;
7012;PALSKY G.;;;;;;;;;;;;;
7013;PICHON M.;;;;;;;;;;;;;
7014;ROBIC M.-C.;;;;;;;;;;;;;
7015;ROBIC M.-C.;;;;;;;;;;;;;
7016;ROBIC M.-C.;;;;;;;;;;;;;
7017;ROBIC M.-C.;;;;;;;;;;;;;
7018;ROSEMBERG M.;;;;;;;;;;;;;
7019;BRENNETOT A.;ROSEMBERG M.;;;;;;;;;;;;
7020;SIMON D.;;;;;;;;;;;;;
7021;VERDIER N.;;;;;;;;;;;;;
7022;VERDIER N.;ROBERT S.;;;;;;;;;;;;
7023;VERDIER N.;;;;;;;;;;;;;
7024;VERDIER N.;OZOUF-MARIGNIER M.-V.;;;;;;;;;;;;
7025;BRETAGNOLLE A.;VERDIER N.;;;;;;;;;;;;
7026;DEFFUANT G.;BANOS A.;CHAVALARIAS D.;BERTELLE C.;BRODU N.;JENSEN P.;LESNE A.;MULLER JP.;PERRIER E.;VARENNE F.;;;;
7027;BANOS A.;CORSON N.;GAUDOU B.;LAPERRIERE V.;REY S.;;;;;;;;;
7029;BAFFI S.;;;;;;;;;;;;;
7030;BAFFI S.;;;;;;;;;;;;;
7031;BRETAGNOLLE A.;DELISLE F.;MATHIAN H.;VATIN G.;;;;;;;;;;
7032;BRETAGNOLLE A.;;;;;;;;;;;;;
7033;BRETAGNOLLE A.;;;;;;;;;;;;;
7034;CATTAN N.;;;;;;;;;;;;;
7035;CATTAN N.;;;;;;;;;;;;;
7036;CATTAN N.;;;;;;;;;;;;;
7037;CATTAN N.;VANOLO A.;;;;;;;;;;;;
7038;CATTAN N.;;;;;;;;;;;;;
7039;COMMENGES H.;PISTRE P.;CURA R.;;;;;;;;;;;
7040;PUMAIN D.;SWERTS E.;COTTINEAU C.;VACCHIANI-MARCUZZO C.;IGNAZZI A.;BRETAGNOLLE A.;DELISLE F.;CURA R.;LIZZI L.;BAFFI S.;;;;
7041;BUARD E.;DEVOGELE T.;DUCRUET C.;;;;;;;;;;;
7042;DUCRUET C.;ITOH H.;;;;;;;;;;;;
7043;DUCRUET C.;;;;;;;;;;;;;
7044;MOHAMED-CHERIF F.Z.;DUCRUET C.;;;;;;;;;;;;
7045;DUCRUET C.;ITOH H.;JOLY O.;;;;;;;;;;;
7046;NG A.K.Y.;DUCRUET C.;JACOBS W.;MONIOS J.;NOTTEBOOM T.E.;RODRIGUE J.P.;SLACK B.;TAM K.C.;;;;;;
7047;WANG C.;DUCRUET C.;;;;;;;;;;;;
7048;MAREI N.;DUCRUET C.;;;;;;;;;;;;
7049;FRASER D.R.;NOTTEBOOM T.;DUCRUET C.;;;;;;;;;;;
7050;DESJARDINS X.;FLEURY A.;;;;;;;;;;;;
7051;FLEURY A.;GOUTAILLER L.;;;;;;;;;;;;
7052;FOURNET-GUERIN C.;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;
7053;LE GOIX R.;VESSELINOV E.;;;;;;;;;;;;
7054;LE GOIX R.;VESSELINOV E.;;;;;;;;;;;;
7055;MORGADO P.;GOMES E.;MARQUES DA COSTA N.;;;;;;;;;;;
7056;ABRANTES P.;FONTES I.;GOMES E.;ROCHA J.;;;;;;;;;;
7057;LEPESANT G.;;;;;;;;;;;;;
7058;LEPESANT G.;;;;;;;;;;;;;
7059;DULAUROY-LYNCH H.;GRAVIER J.;;;;;;;;;;;;
7060;GRASLAND C.;GUERIN-PACE F.;LE TEXIER M.;GARNIER B.;;;;;;;;;;
7061;BEAUGUITTE L.;DIDELON C.;GRASLAND C.;;;;;;;;;;;
7062;GRASLAND C.;;;;;;;;;;;;;
7063;GRASLAND C.;LE TEXIER M.;;;;;;;;;;;;
7064;BENNASR A.;BARON M.;DE RUFFRAY S.;GRASLAND C.;GUERIN-PACE F.;;;;;;;;;
7065;GRASLAND C.;;;;;;;;;;;;;
7066;GUERIN-PACE F.;TOUREILLE E.;GRASLAND C.;;;;;;;;;;;
7067;BRET B.;RIVIERE D.;;;;;;;;;;;;
7068;CHEREL G.;COTTINEAU C.;REUILLON R.;;;;;;;;;;;
7069;COTTINEAU C.;CHAPRON P.;REUILLON R.;;;;;;;;;;;
7070;COTTINEAU C.;REUILLON R.;CHAPRON P.;REY S.;PUMAIN D.;;;;;;;;;
7071;FROHLICH K.;SHARECK M.;VALLEE J.;ABEL T.;AGOURI R.;CANTINOTTI M.;DANIEL M.;DASSA C.;DATTA G.;GAGNE T.;LECLERC B;KESTENS Y.;O'LOUGHLIN J.;
7072;GODILLON S.;VALLEE J.;;;;;;;;;;;;
7073;GUERIN-PACE F.;TOUREILLE E.;GRASLAND C.;;;;;;;;;;;
7074;HIRSCHHAUSEN B. von;GARRIDO C.;HOCQUET M.;;;;;;;;;;;
7075;LAMBERT N.;YSEBAERT;ZANIN C.;;;;;;;;;;;
7076;LIVET P.;PHAN D.;SANDERS L.;;;;;;;;;;;
7077;MATHIAN H.;SANDERS L.;;;;;;;;;;;;
7078;PUMAIN D.;;;;;;;;;;;;;
7079;PUMAIN D.;;;;;;;;;;;;;
7080;PUMAIN D.;;;;;;;;;;;;;
7081;PUMAIN D.;SANDERS L.;;;;;;;;;;;;
7083;QUEVA C.;;;;;;;;;;;;;
7084;QUEYROI F.;KIRGIZOV S.;;;;;;;;;;;;
7085;REUILLON R.;SCHMITT C.;DE ALDAMA R.;MOURET J.B.;;;;;;;;;;
7086;RUAS A.;SANDERS L.;;;;;;;;;;;;
7087;SANDERS L.;;;;;;;;;;;;;
7088;SANDERS L.;;;;;;;;;;;;;
7089;SCHMITT C.;PUMAIN D.;;;;;;;;;;;;
7090;SCHMITT C.;REY S.;;REUILLON R.;PUMAIN D.;;;;;;;;;
7091;SCHMOLL C.;;;;;;;;;;;;;
7092;SCHMOLL C.;DIRENBERGER L.;;;;;;;;;;;;
7093;SHARECK M.;KESTENS Y.;VALLEE J.;DATTA G.;FROHLICH K.;;;;;;;;;
7096;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;;
7097;VALLEE J.;FROHLICH K.;KESTENS Y.;SHARECK M.;;;;;;;;;;
7098;VIANA CERQUEIRA E.;;;;;;;;;;;;;
7100;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;;
7101;VILA-VÁZQUEZ J.-I.;SANTAMARIA F.;;PAÜL V.;;;;;;;;;;
7102;ZANIN C.;;;;;;;;;;;;;
7103;BARLES S.;;;;;;;;;;;;;
7104;DUPUY G.;;;;;;;;;;;;;
7105;BACQUE M.H.;FOL S.;;;;;;;;;;;;
7106;FOL S.;PHILIFERT P.;;;;;;;;;;;;
7107;FROUILLOU L.;;;;;;;;;;;;;
7108;SANTAMARIA F.;;;;;;;;;;;;;
7109;DEBARRE S.;;;;;;;;;;;;;
7111;GRATALOUP C.;;;;;;;;;;;;;
7112;GRATALOUP C.;;;;;;;;;;;;;
7113;GRATALOUP C.;;;;;;;;;;;;;
7114;GRATALOUP C.;;;;;;;;;;;;;
7115;GRATALOUP C.;;;;;;;;;;;;;
7116;GRATALOUP C.;;;;;;;;;;;;;
7117;GRATALOUP C.;;;;;;;;;;;;;
7118;GRATALOUP C.;;;;;;;;;;;;;
7119;OLMEDO E.;ROUX J.-M.;;;;;;;;;;;;
7120;OLMEDO E.;;;;;;;;;;;;;
7121;ROBIC M.-C.;;;;;;;;;;;;;
7122;DUCRUET C.;;;;;;;;;;;;;
7123;MOREL J.C.;DUCRUET C.;;;;;;;;;;;;
7124;DUCRUET C.;;;;;;;;;;;;;
7125;DUCRUET C.;;;;;;;;;;;;;
7126;FLEURY A.;;;;;;;;;;;;;
7127;LE GOIX R.;;;;;;;;;;;;;
7128;LE GOIX R.;;;;;;;;;;;;;
7129;LE GOIX R.;VESSELINOV E.;;;;;;;;;;;;
7130;HALBERT L.;LE GOIX R.;;;;;;;;;;;;
7131;LE GOIX R.;;;;;;;;;;;;;
7132;FOUCHER M.;LEPESANT G.;;;;;;;;;;;;
7133;CHAUVIN P.;VALLEE J.;;;;;;;;;;;;
7134;SCHMOLL C.;;;;;;;;;;;;;
7135;SCHMOLL C.;;;;;;;;;;;;;
7136;TROUDE A.;;;;;;;;;;;;;
7137;VALLEE J.;;;;;;;;;;;;;
7138;VALLEE J.;;;;;;;;;;;;;
7139;ALBECKER M.-F.;FOL S.;;;;;;;;;;;;
7140;AVELINE-DUBACH N.;;;;;;;;;;;;;
7141;AVELINE-DUBACH N.;;;;;;;;;;;;;
7142;BARLES S.;;;;;;;;;;;;;
7143;BARLES S.;;;;;;;;;;;;;
7144;BARLES S.;;;;;;;;;;;;;
7145;BARLES S.;;;;;;;;;;;;;
7146;BARLES S.;GUILLERME A.;;;;;;;;;;;;
7147;BRES A.;SANJUAN T.;;;;;;;;;;;;
7148;BRES A.;MARIOLLE B.;;;;;;;;;;;;
7149;DOUAY N.;;;;;;;;;;;;;
7150;DOUAY N.;;;;;;;;;;;;;
7151;DOUAY N.;PREVOT M.;;;;;;;;;;;;
7152;DOUAY N.;;;;;;;;;;;;;
7153;DOUAY N.;;;;;;;;;;;;;
7154;NADOU F.;DOUAY N.;DEMAZIERE C.;;;;;;;;;;;
7155;DUPUY G.;;;;;;;;;;;;;
7156;DUPUY G.;;;;;;;;;;;;;
7157;DUPUY G.;;;;;;;;;;;;;
7158;DUPUY G.;;;;;;;;;;;;;
7159;FOL S.;RAAD L.;;;;;;;;;;;;
7160;FOL S.;MIOT Y.;;;;;;;;;;;;
7161;FOL S.;;;;;;;;;;;;;
7162;FOL S.;;;;;;;;;;;;;
7163;FOL S.;GALLEZ C.;;;;;;;;;;;;
7164;BARON M.;CHOPLIN A.;DELAGE M.;FROUILLOU L.;VADELORGE L.;;;;;;;;;
7165;GIMAT M.;;;;;;;;;;;;;
7166;FOL S.;RAAD L.;;;;;;;;;;;;
7167;BESSE J.-M.;;;;;;;;;;;;;
7168;BESSE J.-M.;;;;;;;;;;;;;
7169;BESSE J.-M.;;;;;;;;;;;;;
7170;BESSE J.-M.;;;;;;;;;;;;;
7171;BESSE J.-M.;;;;;;;;;;;;;
7172;BESSE J.-M.;;;;;;;;;;;;;
7173;BESSE J.-M.;;;;;;;;;;;;;
7174;CLERC P.;;;;;;;;;;;;;
7175;CLERC P.;;;;;;;;;;;;;
7176;CLERC P.;;;;;;;;;;;;;
7177;CLERC P.;;;;;;;;;;;;;
7184;OLMEDO E.;ROUX J.-M.;;;;;;;;;;;;
7185;ORAIN O.;;;;;;;;;;;;;
7186;PALSKY G.;;;;;;;;;;;;;
7187;PALSKY G.;;;;;;;;;;;;;
7188;PALSKY G.;;;;;;;;;;;;;
7189;CLERC P.;ROBIC M.-C.;;;;;;;;;;;;
7190;CLERC P.;ROBIC M.-C.;;;;;;;;;;;;
7191;ROSEMBERG M.;;;;;;;;;;;;;
7192;ROSEMBERG M.;;;;;;;;;;;;;
7193;ROSEMBERG M.;;;;;;;;;;;;;
7194;ROSEMBERG M.;;;;;;;;;;;;;
7195;ROSEMBERG M.;;;;;;;;;;;;;
7196;VERDIER N.;;;;;;;;;;;;;
7197;VERDIER N.;;;;;;;;;;;;;
7198;VERDIER N.;;;;;;;;;;;;;
7199;VERDIER N.;;;;;;;;;;;;;
7200;ROBERT S.;VERDIER N.;;;;;;;;;;;;
7201;VERDIER N.;ROBERT S.;;;;;;;;;;;;
7202;ROBERT S.;VERDIER N.;;;;;;;;;;;;
7203;BEZES B.;VERDIER N.;ROBERT S.;;;;;;;;;;;
7204;BANOS A.;CAILLOU P.;GAUDOU N.;MARILLEAU N.;;;;;;;;;;
7205;BANOS A.;BECK E.;GLATRON S.;MUDU P.;;;;;;;;;;
7206;BANOS A.;;;;;;;;;;;;;
7207;BERNADOU D.;;;;;;;;;;;;;
7208;BRETAGNOLLE A.;;;;;;;;;;;;;
7209;BRETAGNOLLE A.;MATHIAN H.;;;;;;;;;;;;
7210;BRETAGNOLLE A.;VERDIER N.;;;;;;;;;;;;
7211;CATTAN N.;;;;;;;;;;;;;
7212;CATTAN N.;;;;;;;;;;;;;
7213;CATTAN N.;;;;;;;;;;;;;
7214;CATTAN N.;;;;;;;;;;;;;
7215;CATTAN N.;;;;;;;;;;;;;
7216;BEAUGUITTE L.;BUARD E.;COMMENGES H.;CURA R.;LE NECHET F.;LE TEXIER M.;MATHIAN H.;REY-COYREHOURCQ S.;;;;;;
7217;DELAVILLE D.;MARIOLLE B.;;;;;;;;;;;;
7218;DUCRUET C.;;;;;;;;;;;;;
7219;FLEURY A.;FROMENT-MEURICE M.;;;;;;;;;;;;
7220;FLEURY A.;;;;;;;;;;;;;
7221;DELAGE M.;FLEURY A.;LECOMTE C.;;;;;;;;;;;
7222;LE GOIX R.;;;;;;;;;;;;;
7223;DUCRUET C.;HAULE S.;AIT-MOHAND L.;MARNOT B.;KOSOWSKA-STAMIROWSKA Z.;DIDIER L.;COCHE M.;;;;;;;
7224;DUCRUET C.;CUYALA S.;EL HOSNI A.;KOSOWSKA-STAMIROWSKA Z.;;;;;;;;;;
7226;FINANCE O.;;;;;;;;;;;;;
7227;BORDERIE Q.;DELAHAYE J.;DESACHY Q.;GRAVIER J.;PINHEDE A.;;;;;;;;;
7228;GRASLAND C.;GIRAUD T.;SEVERO M.;;;;;;;;;;;
7229;YSEBAERT R.;LAMBERT N.;GENSEL J.;LE RUBRUS B.;GRASLAND C.;VILLANOVA-OLIVIER M.;PLUMEJEAUD C.;;;;;;;
7230;DIDELON-LOISEAU C.;GRASLAND C.;;;;;;;;;;;;
7231;GRASLAND C.;;;;;;;;;;;;;
7232;GRASLAND C.;SEVERO M.;;;;;;;;;;;;
7233;GUERRERO D.;GRASLAND C.;DUCRUET C.;;;;;;;;;;;
7234;BERNARDIE TAHIR;SCHMOLL C.;;;;;;;;;;;;
7235;FRANÇOIS J.-C.;BOULARAN Z.;CIESIELSKI H.;MATHIAN H.;SANDERS L.;;;;;;;;;
7236;FRANÇOIS J.-C.;MATHIAN H.;SANDERS L.;WALDECK R.;BULLE N.;PHAN D.;;;;;;;;
7237;GRANDITS H.;HIRSCHHAUSEN B. von;KRAFT C.;SERRIER T.;MÜLLER D.;;;;;;;;;
7238;LIVET P.;SANDERS L.;;;;;;;;;;;;
7239;LOUAIL T.;PUMAIN D.;;;;;;;;;;;;
7240;MATHIAN H.;RODIER X.;SANDERS L.;;;;;;;;;;;
7241;PEREZ-INDAVEREA M.-A.;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;
7242;PETSIMERIS P.;VILA-VÁZQUEZ J.-I.;CAPUTO M.-L.;;;;;;;;;;;
7243;PLEVRIS K.;;;;;;;;;;;;;
7244;PUMAIN D.;;;;;;;;;;;;;
7245;PUMAIN D.;;;;;;;;;;;;;
7246;PUMAIN D.;;;;;;;;;;;;;
7247;PUMAIN D.;;;;;;;;;;;;;
7248;PUMAIN D.;;;;;;;;;;;;;
7249;PUMAIN D.;ROBIC M.-C.;ROESSLER M.;;;;;;;;;;;
7250;QUEVA C.;;;;;;;;;;;;;
7251;SCHMOLL C.;;;;;;;;;;;;;
7252;SINNO M.;;;;;;;;;;;;;
7253;TABBITA J.;;;;;;;;;;;;;
7254;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;;
7255;VACCHIANI-MARCUZZO C.;PAULUS F.;;;;;;;;;;;;
7256;VALLEE J.;COMMENGES H.;PERCHOUX C.;KESTENS Y.;CHAIX B.;;;;;;;;;
7257;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;;
7258;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7259;ALBECKER M.-F.;;;;;;;;;;;;;
7260;ALBECKER M.-F.;;;;;;;;;;;;;
7261;AVELINE-DUBACH N.;;;;;;;;;;;;;
7262;BARLES S.;;;;;;;;;;;;;
7263;BARLES S.;;;;;;;;;;;;;
7264;BARLES S.;;;;;;;;;;;;;
7265;DUPUY G.;;;;;;;;;;;;;
7266;DUPUY G.;;;;;;;;;;;;;
7267;DUPUY G.;;;;;;;;;;;;;
7268;DUPUY G.;;;;;;;;;;;;;
7269;DUPUY G.;;;;;;;;;;;;;
7270;DUPUY G.;;;;;;;;;;;;;
7271;DUPUY G.;;;;;;;;;;;;;
7272;FOL S.;GALLEZ C.;;;;;;;;;;;;
7273;FOL S.;MULLIGAN H.;;;;;;;;;;;;
7274;GIMAT M.;;;;;;;;;;;;;
7275;GIMAT M.;;;;;;;;;;;;;
7276;GIMAT M.;;;;;;;;;;;;;
7277;GIMAT M.;;;;;;;;;;;;;
7278;LEHEC E.;;;;;;;;;;;;;
7279;LEHEC E.;THEBAULT E.;;;;;;;;;;;;
7280;GIMAT M.;FROUILLOU L.;PERSYN N.;RAAD L.;;;;;;;;;;
7281;SANTAMARIA F.;ELISSALDE B.;JEANNE P.;;;;;;;;;;;
7282;BESSE J.-M.;;;;;;;;;;;;;
7283;BESSE J.-M.;;;;;;;;;;;;;
7284;BESSE J.-M.;;;;;;;;;;;;;
7285;BESSE J.-M.;;;;;;;;;;;;;
7286;BESSE J.-M.;;;;;;;;;;;;;
7287;BESSE J.-M.;;;;;;;;;;;;;
7288;BESSE J.-M.;;;;;;;;;;;;;
7289;BESSE J.-M.;COUZINET M.-D.;;;;;;;;;;;;
7290;BESSE J.-M.;;;;;;;;;;;;;
7291;DEPREST F.;;;;;;;;;;;;;
7294;LEININGER-FREZAL C.;;;;;;;;;;;;;
7295;LEININGER-FREZAL C.;CARRE C.;;;;;;;;;;;;
7296;OLMEDO E.;;;;;;;;;;;;;
7297;OLMEDO E.;;;;;;;;;;;;;
7298;OLMEDO E.;;;;;;;;;;;;;
7299;ORAIN O.;ROBIC M.-C.;;;;;;;;;;;;
7300;ORAIN O.;;;;;;;;;;;;;
7301;ORAIN O.;;;;;;;;;;;;;
7302;ORAIN O.;;;;;;;;;;;;;
7303;PALSKY G.;;;;;;;;;;;;;
7304;PALSKY G.;;;;;;;;;;;;;
7305;PALSKY G.;;;;;;;;;;;;;
7306;PALSKY G.;;;;;;;;;;;;;
7307;PALSKY G.;;;;;;;;;;;;;
7308;PALSKY G.;;;;;;;;;;;;;
7309;PALSKY G.;;;;;;;;;;;;;
7310;PALSKY G.;;;;;;;;;;;;;
7311;PICHON M.;;;;;;;;;;;;;
7312;ROBIC M.-C.;;;;;;;;;;;;;
7313;ROBIC M.-C.;;;;;;;;;;;;;
7314;ROSEMBERG M.;TROIN F.;;;;;;;;;;;;
7315;ROSEMBERG M.;;;;;;;;;;;;;
7316;ROSEMBERG M.;;;;;;;;;;;;;
7317;SIMON D.;;;;;;;;;;;;;
7318;SIMON D.;;;;;;;;;;;;;
7319;SIMON D.;;;;;;;;;;;;;
7320;SIMON D.;;;;;;;;;;;;;
7321;SIMON D.;;;;;;;;;;;;;
7322;VERDIER N.;;;;;;;;;;;;;
7323;VERDIER N.;;;;;;;;;;;;;
7324;VERDIER N.;;;;;;;;;;;;;
7325;VERDIER N.;;;;;;;;;;;;;
7326;VERDIER N.;;;;;;;;;;;;;
7327;VERDIER N.;;;;;;;;;;;;;
7328;VERDIER N.;;;;;;;;;;;;;
7329;BERNADOU D.;;;;;;;;;;;;;
7330;BERNADOU D.;;;;;;;;;;;;;
7331;BRETAGNOLLE A.;FRANC A.;;;;;;;;;;;;
7332;BRETAGNOLLE A.;FRANC A.;;;;;;;;;;;;
7333;COMMENGES H.;CURA R.;MATHIAN H.;;;;;;;;;;;
7334;CURA R.;SANDERS L.;;;;;;;;;;;;
7335;CURA R.;GRAVIER J.;NAHASSIA L.;;;;;;;;;;;
7336;CURA R.;MATHIAN H.;;;;;;;;;;;;
7337;CURA R.;;;;;;;;;;;;;
7338;CURA R.;BOUKHECHBA M.;MATHIAN H.;LE NECHET F.;SANDERS L.;;;;;;;;;
7339;CURA R.;TANNIER C.;;;;;;;;;;;;
7340;CURA R.;;;;;;;;;;;;;
7341;BRES A.;DELAVILLE D.;;;;;;;;;;;;
7342;DELAVILLE D.;;;;;;;;;;;;;
7343;DELAVILLE D.;MARIOLLE B.;;;;;;;;;;;;
7344;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
7345;DUCRUET C.;;;;;;;;;;;;;
7346;DUCRUET C.;MOHAMED-CHERIF F.Z.;;;;;;;;;;;;
7347;MOHAMED-CHERIF F.Z.;DUCRUET C.;;;;;;;;;;;;
7348;MAREI N.;DUCRUET C.;;;;;;;;;;;;
7349;DUCRUET C.;;;;;;;;;;;;;
7350;FRASER D.R.;NOTTEBOOM T.;DUCRUET C.;;;;;;;;;;;
7351;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
7352;BERROIR S.;DESJARDINS X.;DOUAY N.;FLEURY A.;LE GOIX R.;PERSYN N.;QUEVA C.;;;;;;;
7353;FLEURY A.;;;;;;;;;;;;;
7354;BERROIR S.;DELAGE M.;FLEURY A.;;;;;;;;;;;
7355;BERROIR S.;DELAGE M.;FLEURY A.;FOL S.;GUEROIS M.;MAULAT J.;RAAD L.;VALLEE J.;;;;;;
7356;FRANÇOIS J.-C.;;;;;;;;;;;;;
7357;LE GOIX R.;;;;;;;;;;;;;
7358;LE GOIX R.;HUET A.;;;;;;;;;;;;
7359;LE GOIX R.;;;;;;;;;;;;;
7360;BOULAY G.;GUEROIS M.;LE GOIX R.;;;;;;;;;;;
7361;DOUAY N.;FOL S.;LE GOIX R.;;;;;;;;;;;
7362;KOSOWSKA-STAMIROWSKA Z.;;;;;;;;;;;;;
7363;FINANCE O.;;;;;;;;;;;;;
7364;FINANCE O.;PAULUS F.;;;;;;;;;;;;
7365;FINANCE O.;;;;;;;;;;;;;
7366;FINANCE O.;PUMAIN D.;;;;;;;;;;;;
7367;FINANCE O.;;;;;;;;;;;;;
7368;FINANCE O.;;;;;;;;;;;;;
7369;COTTINEAU C.;FINANCE O.;HATNA E.;ARCAUTE E.;BATTY M.;;;;;;;;;
7370;FINANCE O.;;;;;;;;;;;;;
7371;GOMES E.;ROCHA J.;;;;;;;;;;;;
7372;GOMES E.;ABRANTES P.;BANOS A.;FONTES I.;ROCHA J.;;;;;;;;;
7373;LE BIGOT B.;;;;;;;;;;;;;
7374;LE BIGOT B.;;;;;;;;;;;;;
7375;LE BIGOT B.;;;;;;;;;;;;;
7376;LOPEZ P.;;;;;;;;;;;;;
7377;LOPEZ P.;;;;;;;;;;;;;
7378;BERROIR S.;QUEVA C.;;;;;;;;;;;;
7379;BERROIR S.;DELAGE M.;FLEURY A.;FOL S.;GUEROIS M;VALLEE J.;VIANA E.;;;;;;;
7380;CURA R.;GRAVIER J.;NAHASSIA L.;;;;;;;;;;;
