id_article;surtitre;titre;soustitre;id_rubrique;descriptif;chapo;texte;ps;date;statut;id_secteur;maj;export;date_redac;visites;referers;popularite;accepter_forum;date_modif;lang;langue_choisie;id_trad;extra;id_version;nom_site;url_site;virtuel
5221;BESSE J.-M., 2012;<em>Le voyage, le témoignage, l'amitié : Abraham Ortelius et Georg Hoefnagel en Italie (hiver 1577-1578)</em>;Paris, Large, 70 p.;128;;;;;15/03/2012 10:23;publie;3;15/03/2012 09:23;oui;0000-00-00 00:00:00;135;0;0.9151505373296468;non;15/03/2012 10:23;fr;non;0;NULL;0;;;
5222;GRASLAND C., 2012;<em>ESPON DATABASE 2013 - FINAL REPORT</em>;ESPON.;128;;;;;15/03/2012 10:25;publie;3;31/01/2017 14:54;oui;0000-00-00 00:00:00;94;0;0.913768748113735;non;31/01/2017 14:54;fr;non;0;NULL;0;En ligne;http://www.espon.eu/main/Menu_Projects/Menu_ScientificPlatform/espondatabase2013.html;
5244;BANOS A, GENRE-GRANDPIERRE C., 2012;"""Towards New Metrics for Urban Road Networks. Some Preliminary Evidence from Agent-Based Simulations""";in : Heppenstall A.J., Crooks A.T., See L.M. Batty M. (ed), <em>Agent-Based Models of Geographical Systems</em>, Springer, 627-642.;128;;;;;15/03/2012 14:21;publie;3;02/05/2012 13:14;oui;0000-00-00 00:00:00;101;0;0.9272522451912703;non;02/05/2012 15:13;fr;non;0;NULL;0;;;
5444;BAHOKEN F., 2012;"""Cartographie des flux et production d'indices sur l'intensité des échanges""";Colloque <em>Les Interfaces : Enjeux de Nature, de Sciences et de Société (LIENS)</em>, Aix-en-Provence,15-16 mai.;128;;;;;02/04/2012 16:08;publie;3;02/04/2012 14:37;oui;0000-00-00 00:00:00;115;0;0.9152048255857351;non;02/04/2012 16:37;fr;non;0;NULL;0;;;
5457;FOL S., 2012;"""The socio-spatial dimensions of urban shrinkage""";in : Martinez-Fernandez C., Kubo N., Noya A., Weiman T. (ed), <em>Demographic change and local development: shrinkage, regeneration and social dynamics</em>, Leed, OECD, 241-248.;128;;;;;04/04/2012 15:32;publie;3;04/04/2012 13:32;oui;0000-00-00 00:00:00;71;0;0.9099928519109308;non;04/04/2012 15:32;fr;non;0;NULL;0;;;
5458;DUCRUET C., NOTTEBOOM T., 2012;"""Developing liner service networks in container shipping""";in : Song D.W., Panayides P. (ed), <em>Maritime Logistics: Logistics Management of Shipping and Ports</em>, Kogan Page, 77-100.;128;;;;;04/04/2012 15:36;publie;3;04/04/2012 13:36;oui;0000-00-00 00:00:00;68;0;0.920250516385423;non;04/04/2012 15:36;fr;non;0;NULL;0;;;
5459;GIVONI M., DOBRUSZKES F., LUGO I., 2012;"""Uncovering the Real Potential for Air-Rail Substitution - An Exploratory Analysis Energy""";in : Inderwildi O., King D. (ed), <em>Transport and the Environment. Addressing the Sustainable Mobility Paradigm</em>, Springer, 495-512.;128;;;;;04/04/2012 15:37;publie;3;04/04/2012 13:37;oui;0000-00-00 00:00:00;50;0;0.9114443045822995;non;04/04/2012 15:37;fr;non;0;NULL;0;;;
5460;BESSE J.M., 2012;"""Schématisations de l'espace et formes de l'écriture géographique au tournant des 16e et 17e siècles en Europe""";<em>Spaces, knots and bonds</em>, CNRS- Laboratoire SPHERE, Paris, 22 juin.;128;;;;;04/04/2012 15:39;publie;3;31/01/2017 14:58;oui;0000-00-00 00:00:00;60;0;0.9629052514412385;non;31/01/2017 14:58;fr;non;0;NULL;0;;;
5461;BESSE J.M., 2012;"""Mise en oeuvre et diffusion du modèle de l'atlas dans les cultures scientifiques et artistiques modernes en Europe""";<em>Atlas : pratiques éditoriales, production et circulation des connaissances à l'époque moderne et contemporaine</em>, Ecole Française de Rome, Italie, 15 juin.;128;;;;;04/04/2012 15:40;publie;3;31/01/2017 14:57;oui;0000-00-00 00:00:00;60;0;0.9129185321064485;non;31/01/2017 14:57;fr;non;0;NULL;0;;;
5463;BESSE J.M., 2012;"""Longer l'espace: le paysage et l'expérience de la marche""";CHAIA, Université de Evora, Portugal, 20 avril.;128;;;;;04/04/2012 15:42;publie;3;04/04/2012 13:42;oui;0000-00-00 00:00:00;81;0;0.9126798754259959;non;04/04/2012 15:42;fr;non;0;NULL;0;;;
5464;BESSE J.M., 2012;"""Early modern geographical atlases: graphic spaces and cognitive practices""";Max-Planck Institut für Wissenschaftsgeschichte, Berlin, 20 mars.;128;;;;;04/04/2012 15:43;publie;3;04/04/2012 13:43;oui;0000-00-00 00:00:00;63;0;0.9126812772235396;non;04/04/2012 15:43;fr;non;0;NULL;0;;;
5506;LE NECHET F., 2012;"""Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities""";<em>Cybergeo : revue européenne de géographie</em>, n°580.;128;;;;;06/04/2012 14:46;publie;3;06/04/2012 12:45;oui;0000-00-00 00:00:00;96;0;0.9197613215804449;non;06/04/2012 14:41;fr;non;0;NULL;0;En ligne.;http://cybergeo.revues.org/24966;
5507;DUCRUET C., NOTTEBOOM T., 2012;"""The worldwide maritime network of container shipping: spatial structure and regional dynamics""";<em>Global Networks</em>, DOI:10.1111/j.1471-0374.2011.00355.x.;128;;;;;06/04/2012 14:46;publie;3;11/04/2012 09:35;oui;0000-00-00 00:00:00;69;0;0.912464455260135;non;11/04/2012 11:35;fr;non;0;NULL;0;;;
5508;MOHAMED-CHERIF F.Z., DUCRUET C., 2012;"""Du global au local : les nouveaux gérants des terminaux portuaires algériens""";<em>L'Espace politique</em>, vol.6, n°1.;128;;;;;06/04/2012 14:46;publie;3;06/04/2012 12:46;oui;0000-00-00 00:00:00;81;0;0.9115685862301448;non;06/04/2012 14:45;fr;non;0;NULL;0;En ligne.;http://espacepolitique.revues.org/index2294.html;
5511;GRILLO F., VALLÉE J., CHAUVIN P., 2012;"""Inequalities in cervical cancer screening for women with or without a gynaecological follow-up, in Paris, France""";<em>Preventive Medicine</em>, vol. 54, n°3-4, March-April 2012, 259-265.;128;;;;;10/04/2012 15:20;publie;3;10/04/2012 13:24;oui;0000-00-00 00:00:00;88;0;0.911448115394267;non;10/04/2012 15:24;fr;non;0;NULL;0;;;
5513;BANOS A., SANDERS L., 2012;"""Vers une cartographie sémantique des modèles urbains : des individus aux systèmes de villes""";in : Hégron, <em>La modélisation de la ville : du modèle au projet urbain</em>, Paris, Commissariat général au développement durable, 50-63.;128;;;;;10/04/2012 18:12;publie;3;11/04/2014 09:34;oui;0000-00-00 00:00:00;127;0;0.921399166350459;non;11/04/2014 11:34;fr;non;0;NULL;0;;;
5518;CATTAN N., 2012;"""La métropolisation de la France: entre fragmentation  et hypermobilité"".";<em>France Culture</em>, 28/03/2012.;128;;;;;12/04/2012 12:28;publie;3;12/04/2012 11:18;oui;0000-00-00 00:00:00;198;0;0.9126916727312416;non;12/04/2012 13:18;fr;non;0;NULL;0;En ligne.;http://www.franceculture.fr/emission-planete-terre-la-metropolisation-de-la-france-entre-fragmentation-et-hypermobilite-2012-03-;
5512;CATTAN N., 2012;"""Visibilité de populations en position de minorité et hybridations territoriales""";"<em>Colloque international ""les territoires et les organisations à  l'épreuve de l'hybridation""</em>, Grenoble, 28-29 mars.";128;;;;;16/04/2012 12:27;publie;3;16/04/2012 10:27;oui;0000-00-00 00:00:00;66;0;0.9126742216027656;non;16/04/2012 12:27;fr;non;0;NULL;0;;;
5543;RAAD L. , 2012;"""Pratiques et représentations des couches moyennes en banlieue rouge : stratégies résidentielles et ancrage territorial""";<em>Espaces et Sociétés</em>, vol.148-149, n°1-2, 91-110.;128;;;;;19/04/2012 14:27;publie;3;19/04/2012 12:27;oui;0000-00-00 00:00:00;58;0;0.9151465931907513;non;19/04/2012 14:26;fr;non;0;NULL;0;;;
5547;RAAD L. , 2012;"""Politiques urbaines et contexte local en banlieue rouge : des freins à la gentrification?""";<I>Journée d'études l'action publique au service de la gentrification. Dynamiques, acteurs et stratégies d'un processus inéluctable?</I>, Tours, 29 mars.;128;;;;;19/04/2012 14:33;publie;3;04/04/2013 15:13;oui;0000-00-00 00:00:00;101;0;0.9151343572716245;non;04/04/2013 17:13;fr;non;0;NULL;0;;;
5548;FRETIGNY J.-B. , 2012;"""Aéroport : non-lieu ou point d'ancrage du Monde ?""";in : Cynthia Ghorra-Gobin (dir.), <em>Dictionnaire critique de la mondialisation</em>, Paris, Armand Colin, 18-25.;128;;;;;19/04/2012 14:34;publie;3;16/05/2012 11:37;oui;0000-00-00 00:00:00;124;0;0.9125446328376126;non;16/05/2012 13:37;fr;non;0;NULL;0;;;
5550;FEN-CHONG J., MATHIAN H., BOULIER J., OLTEANU A.-M. , 2012;"""Révéler les structures urbaines à partir des communications mobiles""";<em>Rencontres de SIG la lettre</em>, Marne la vallée, 3-5 Avril 2012.;128;;;;;19/04/2012 14:37;publie;3;19/04/2012 12:37;oui;0000-00-00 00:00:00;54;0;0.915122357274993;non;19/04/2012 14:36;fr;non;0;NULL;0;;;
5552;FEN-CHONG J., LOBBE Q., BILCKE J. , 2012;"""Revealing foreign visitors mobility practices in Paris using mobile phone data""";<em>American Association of Geographers Annual Meeting</em>, New-York, 22-28 Février 2012.;128;;;;;19/04/2012 14:39;publie;3;19/04/2012 12:39;oui;0000-00-00 00:00:00;111;0;0.9153156415473424;non;19/04/2012 14:38;fr;non;0;NULL;0;;;
5559;BANOS., 2012;"Network effects in Schelling's model of segregation: new evidence from agent-based simulation"" """;<em>Environment and Planning B</em>, vol.39, n°2, 393-405.;128;;;;;19/04/2012 15:37;publie;3;19/04/2012 16:08;oui;0000-00-00 00:00:00;67;0;0.9151206669735045;non;19/04/2012 18:08;fr;non;0;NULL;0;;;
5564;REY COYREHOURCQ S., SCHMITT C., 2012;"""Guided and automated exploration for the calibration of an agent based model""";<em>AGG Annual Meeting</em>, New York, 24-28 février.;128;;;;;20/04/2012 16:42;publie;3;20/04/2012 14:42;oui;0000-00-00 00:00:00;115;0;0.9151406772578615;non;20/04/2012 16:41;fr;non;0;NULL;0;;;
5568;PLEVEN B., 2012;"""La représentation des suburbs dans les séries télévisées états-uniennes, communication personnelle sur le thème « habiter l'inhabitable »""";"Actes du colloque ""Les séries télévisées dans le monde"", Le Havre, 2011, in : Billard G., Brennetot A., Andréolle D., Pleven B. et Prié A.  (dir), <em>Subversive suburbs, la représentation des suburbs dans les séries télévisées américaines</em>, TV/Series. En ligne";128;;;;;23/04/2012 10:46;publie;3;23/04/2012 08:54;oui;0000-00-00 00:00:00;135;0;0.9143016360537515;non;23/04/2012 10:54;fr;non;0;NULL;0;;;
5589;GODILLON S., 2012;<em>La rénovation urbaine, une opportunité de réduire les inégalités socio-spatiales d'être impliqué dans un accidents dans les espaces publics</em> ;Thèse de doctorat sou?u??rection de Francis Beaucire, Université Paris 1 Panthéon-Sorbonne.;128;;;;;23/04/2012 13:56;publie;3;23/04/2012 11:59;oui;0000-00-00 00:00:00;72;0;0.9503795369361779;non;23/04/2012 13:59;fr;non;0;NULL;0;;;
5595;LE GOIX R., 2012;"""La financiarisation et le barbecue à Los Angeles. Le tournant financier de la production du suburbain""";<em>Urbanisme</em>, n°384 - Mai|Juin 2012.;128;;;;;24/04/2012 13:04;publie;3;24/04/2012 11:04;oui;0000-00-00 00:00:00;92;0;0.9126644009565582;non;24/04/2012 13:04;fr;non;0;NULL;0;;;
5596;LE GOIX R., PIERMAY J.-L., 2012;"""Des villes vivables ?""";in : Dubresson A., Veyret Y. (dir), <em>10 défis pour la planète</em>, Paris, Editions Autrement, 99-109.;128;;;;;24/04/2012 13:05;publie;3;24/04/2012 11:05;oui;0000-00-00 00:00:00;73;0;0.9130776241401878;non;24/04/2012 13:05;fr;non;0;NULL;0;;;
5594;LE GOIX R., VESSELINOV E., 2012;"""Gated Communities and House Prices: Suburban Change in Southern California, 1980-2008""";<em>International Journal of Urban and Regional Research</em>, DOI:10.1111/j.1468-2427.2012.01139.x.;128;;;;;24/04/2012 13:06;publie;3;24/04/2012 11:06;oui;0000-00-00 00:00:00;78;0;0.9138710526936343;non;24/04/2012 13:03;fr;non;0;NULL;0;En ligne;http://hal-paris1.archives-ouvertes.fr/hal-00519725;
5615;MINSTER C., HUBE R., 2012;"""Population Density Effect on Mobility Characteristics in France""";Poster lors d'un colloque, <em>Transportation Research Arena</em>, 23-26 avril.;128;;;;;27/04/2012 09:52;publie;3;31/01/2017 14:52;oui;0000-00-00 00:00:00;83;0;0.9157985595646241;non;31/01/2017 14:52;fr;non;0;NULL;0;;;
5626;BOICHOT C., 2012;"""Urban spaces of creativity. The spatialization of Contemporary art places and networks in Paris and Berlin""";<em>Second International Workshop on Unesco World Heritage Economic and Policy Issues and Culture as a Network</em>, Turin, 24-25 janvier.;128;;;;;03/05/2012 13:14;publie;3;03/05/2012 11:14;oui;0000-00-00 00:00:00;59;0;0.9149529349348302;non;03/05/2012 13:13;fr;non;0;NULL;0;;;
5629;MAULAT J., 2012;"""The Implementation of Rail-Oriented Development in Suburban Areas : from Theory to Practice. The Case of Toulouse's West Railway Corridor""";<em>Building the urban future and Transit Oriented Development Conference </em>, Marne La Vallée, 16-17 avril.;128;;;;;03/05/2012 13:21;publie;3;03/05/2012 11:21;oui;0000-00-00 00:00:00;82;0;0.9127562107191571;non;03/05/2012 13:20;fr;non;0;NULL;0;;;
5640;FRETIGNY J.-B. , 2012;<em>L'usage de l'espace aéroportuaire par les passagers à Paris Charles-de-Gaulle</em>;Rapport à Aéroports de Paris;128;;;;;11/05/2012 16:17;publie;3;11/05/2012 14:17;oui;0000-00-00 00:00:00;76;0;0.911224872087611;non;11/05/2012 16:17;fr;non;0;NULL;0;;;
5655;BESSE J.M., 2012;"""La circulation des savoirs géographiques en Europe à la fin du XVIe siècle : lieux, chemins, objets""";<em>Workshop Tracing knowledge, making science: a global approach to Renaissance</em>, organisé par Brevaglieri S., Romano A., European University Institute, Villa Schifanoia, Florence,  17-18 mai.;128;;;;;21/05/2012 11:05;publie;3;31/01/2017 14:57;oui;0000-00-00 00:00:00;82;0;0.9622206061671629;non;31/01/2017 14:57;fr;non;0;NULL;0;;;
5658;HALBERT L., CICILLE P., PUMAIN D., ROZENBLAT C., 2012;<em>Quelles métropoles en Europe ? Analyse comparée, synthèse</em>;DATAQ, TÙ?H?Zn ligne, n°11, 20 p.   ;128;;;;;21/05/2012 12:06;publie;3;31/01/2017 14:54;oui;0000-00-00 00:00:00;91;0;0.9123461220555433;non;31/01/2017 14:54;fr;non;0;NULL;0;;;
